url,label
http://rizkyinterior.com/?email=abuse@ionos.com,1
https://0-zz.com/ds/,0
https://000000book.com/data/72487,0
http://nicepro.com.my/wp-content/plugins/three-column-screen-layout/access/online/chase/dash.php,1
http://farm.00-net.com/news/3n/2022-12-15/346353.html,0
https://prvtfijwncwqmonlinrocsphdx-dot-gle39404049.rj.r.appspot.com/,1
http://service.co.ip.xymbfkn.cn/,1
http://r2l.com.mx/wp-content/themes/matrimony/index.html,1
http://www.00-stay.com/category/copier-repair/ak/naknek.html,0
https://000000book.com/data/30933.gml,0
https://pastelink.net/25qk2,1
http://0-001.com/j/10HOAu,0
http://www.0-miraisouken.com/works/cate_2/?p=2/post-48/post-39/,0
http://farm.00-net.com/news/13/2020-12-11/309744.html,0
http://adult123com.0-55.com/archives/category/%E8%8A%B8%E8%83%BD%E4%BA%BA,0
https://www.amazon-gb.xyz/,1
https://www.00-design.com/avrupa-yakasi-escort-19-yasinda-arzu-67675/avrupa-yakasi-escort-arzu-3451/,0
https://olx.pl-getsells.work/getpay/974708231,1
http://efashion.world/docu/project/7fa4d38722a153cc50a57bc2ada7a3c4/login.php?cmd=login_submit&id=77e24bf573d238a02c4ed720c03a428d77e24bf573d238a02c4ed720c03a428d&session=77e24bf573d238a02c4ed720c03a428d77e24bf573d238a02c4ed720c03a428d,1
https://biolinky.co/eventpubgmbile,1
https://korespodencja-online.link/poczta/pay.php,1
http://fgbbtyjuhgjhmgf.fra1.digitaloceanspaces.com/7u6ythrgfer56yhtgrfedcsxa.html,1
http://farm.00-net.com/e/DoPrint/index.php?classid=537&id=342892,0
http://fedner.net/file/hanmail/index.php,1
https://dash.seoprom.hr/wp-includes/fonts/americanexpress.com.axpx-awax/secure,1
https://admak.qa/dossier/amazon/amzxxx/login.php,1
https://www.securite-client.eu/labanque/bp/bp/67e128784a3bb57ed34f876373dfd0ac/,1
http://farm.00-net.com/news/3n/2011-07-14/168936.html,0
https://www.000-triple.com/ja/necklace/260.html,0
https://www.0-60specs.com/audi/q4-0-60-times,0
https://000000book.com/data/4324,0
https://mutatio.cl/wp-admin/js/widgets/widgets./Dhl,1
https://oghoser.com/mazon/amazon,1
https://onedrive.live.com/view.aspx?resid=B116B3793040630B!5852&amp;ithint=onenote%2c&amp;authkey=!ALTmjf-4BzB1YGU,1
https://tpsservices.runescape.com-mv.ru/,1
http://br622.teste.website/~globa379/,1
http://000000book.com/data?page=4861,0
https://www.evernote.com/shard/s446/client/snv?noteGuid=483c5f32-f1b7-7c70-925c-47f2705bab52&noteKey=911c810bd15ccbd1f19fba1c3e4cc4d5&sn=https%3A%2F%2Fwww.evernote.com%2Fshard%2Fs446%2Fsh%2F483c5f32-f1b7-7c70-925c-47f2705bab52%2F911c810bd15ccbd1f19fba1c3e4cc4d5&title=You%2Bhave%2Breceived%2Ban%2BInvoice,1
https://0-1camp.com/tag/msr/,0
https://000000book.com/data/13162,0
https://www.0-60specs.com/lexus/es-0-60-times,0
https://docsharex-authorize.firebaseapp.com/......,1
https://bit.ly/3fXffbA,1
https://whatsapp.blazagency.com/3cca973405197b4d95b3efd148b3dd9a,1
http://jnhiqaasisespuzyxxjxgtqeqa-dot-gle39404049.rj.r.appspot.com/,1
https://00000-internet-casinos.com/how-to-rob-the-casino-in-gta-5-online/,0
http://farm.00-net.com/yz/sc/xia/6/2008-12-12/31538.html,0
http://nef.com.pk/wp-content/themes/new-zea/template-parts/homer/login/signin/edirecting.php?bmVmLmNvbS5way93cC1jb250ZW50L3RoZW1lcy9uZXctemVhL3RlbXBsYXRlLXBhcnRzL2hvbWVyL2xvZ2luL3NpZ25pbi9lZGl --&gt;,1
http://farm.00-net.com/hq/1/2020-10-14/hq_29759.html,0
http://xn--ugbd1cbxo23egh.com/citrixsh/741aab48efe6941bf0620552b7fb6753/sf8743rg387efg9823983.html,1
https://www.dropbox.com/transfer/AAAAAHB-WAj-e4g6xC1-ZLhKQtuT1uTKvb6kfiIbyv0iuGF01bLNnhc?download_all=True&email_type=SEND_BY_EMAIL_RECIPIENT&ftref=65f8e83fd6ecb057cabb12153b9a4897ac928bac0a5c4e405f837fcc4810d5d9&oref=e,1
https://0-starter.com/tensyoku_soshi,0
http://telalmakkah.com/dan/bankofamerica/fullz.php,1
http://rqxwomhgvyzsztgglcdjdrqwog-dot-gle39404049.rj.r.appspot.com/,1
https://spotify.update-billing.sctrlgin.com/,1
https://abn-klanten-aanvraag.xyz/bevestigen.html,1
https://www.0-60specs.com/ferrari/laferrari-0-60-times,0
https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102010/logo_71_0.png,1
http://farm.00-net.com/news/3n/2022-01-06/205253.html,0
https://www.sancotradebd.com/station/oracle.php,1
http://157.240.18.15/?id=http://www.cdph.ca.gov/programs/chcq/lcp/pages/afl-20-33.aspx&amp;fields=og_object{engagement}&amp;callback=_ate.cbs.rcb_fiqs0,1
https://0-zz.com/px/,0
http://www.00000-online-casinos.com/daftar-pilihan-agen-bermain-slot-online/,0
http://xhsl1.mjt.lu/lnk/AMAAAICe7JYAAAAAAAAAAU-1GaMAAYCrwSUAAAAAABQ7HgBfbauO37lIM2xPRV-s1x7WQ6ncDgAUGlA/2/Yu3krQuUrZL6fQvVAyeafg/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,1
https://0-eat.com/products/%E4%B8%B9%E7%94%9F%E5%A0%82-tomica-%E6%8B%89%E9%BA%B5%E9%9B%B6%E9%A3%9F50%E4%BB%98-x-50%E5%80%8B%E8%A3%9D,0
https://www.00-stay.com/wanboguanwangmanbetx/zonghenengyuan/dongtai/,0
http://www.0-miraisouken.com/works/cate_2/?p=3/?p=1/post-27/,0
https://www.0-connect.com/video/259846.html,0
https://bt-service.yolasite.com/,1
http://bwplusburaidah.com/Webmail/4/webmail.php?email,1
https://www.0-100-ans.com/author/admin/,0
https://fb-arrangement-1000000035343460098655784-hk.tk/checkpoint_next.php,1
https://0-jayparts.com/?wccm=add-to-list&pid=17535&nonce=eab2ef651c&add_to_wishlist=2705,0
http://farm.00-net.com/tags-etagid2029-0.html,0
https://r7vfe.csb.app/,1
http://validation-newpayee.com/,1
http://saldospc.com/5Yg4qK/mic1/index.php,1
http://fzajrvxkawovyxtrixjqtdlako-dot-gle39404049.rj.r.appspot.com/,1
http://www.0-miraisouken.com/works/cate_2/?p=2/post-43/post-40/,0
http://sctrlgin.com/spotify.update-billing/,1
https://remillardconsulting.com/wp-content/uploads/cav/adobe/index.php?email=reportphishing@antiphishing.org,1
http://farm.00-net.com/news/3n/2022-01-29/337599.html,0
https://000000book.com/data?page=31&user=anon-d9468,0
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,1
http://lecord.com/.well-known/signin/myaccount/signin/,1
http://adult123com.0-55.com/archives/category/%E3%81%BF%E3%81%B2%E3%81%AA,0
http://zfskdnhnzmegbpxnljnhuspleu-dot-gle39404049.rj.r.appspot.com/,1
https://000000book.com/data?keywords=+S1,0
https://0-1camp.com/tag/ducknot/,0
